,order_id,user_id,product_id,aisle_id,department_id,order_number,order_dow,order_hour_of_day,days_since_prior_order,add_to_cart_order,reordered,user_total_orders,user_avg_days_between,user_avg_cart_pos,user_total_reorders,prod_total_reorders,prod_reorder_rate,prod_order_count,prod_avg_cart_pos
1217315,2781478,104535,39002,98,7,20,5,16,7.0,9,0,20,7.0,5.0,4,13,0.3333333333333333,39,4.897435897435898
1278436,3335280,159744,44142,83,4,8,5,13,30.0,8,1,8,30.0,5.0,5,925,0.6301089918256131,1468,8.703678474114442
1077835,2619638,27184,32610,129,1,4,0,14,14.0,14,1,4,14.0,11.5,9,5,0.5555555555555556,9,10.0
103597,387881,143396,16142,107,19,4,0,20,30.0,6,0,4,30.0,7.0,6,16,0.6956521739130435,23,8.08695652173913
1092351,2856505,150886,5077,112,3,12,0,09,13.0,10,0,12,13.0,5.5,3,1752,0.762402088772846,2298,7.596170583115753
389566,950931,103755,47209,24,4,41,6,18,7.0,12,1,41,7.0,13.0,22,6042,0.8284656519950637,7293,6.972850678733032
1229427,3047089,83923,42205,129,1,71,2,11,8.0,7,0,71,8.0,8.5,11,46,0.5411764705882353,85,14.694117647058823
242367,548356,205989,32955,123,4,13,2,11,29.0,22,0,13,29.0,13.0,22,23,0.38333333333333336,60,10.616666666666667
711421,1667258,16146,26620,115,7,44,3,15,1.0,5,0,44,1.0,6.5,5,644,0.7163515016685206,899,7.685205784204672
1010891,2477267,201169,38456,24,4,23,6,07,7.0,17,1,23,7.0,12.0,16,502,0.5940828402366863,845,9.461538461538462
935666,2389538,162018,26369,83,4,11,0,11,30.0,7,1,11,30.0,12.5,21,806,0.6601146601146601,1221,8.697788697788697
511821,1369760,128387,5818,83,4,11,5,16,30.0,13,0,11,30.0,9.0,12,509,0.5830469644902635,873,8.439862542955327
936321,2194248,135442,4605,83,4,25,5,15,30.0,4,1,25,30.0,6.5,6,2548,0.6772993088782563,3762,8.41733120680489
1168332,2946824,41771,38544,120,16,28,6,13,30.0,9,1,28,30.0,7.0,9,196,0.8,245,8.240816326530613
953934,2223033,149747,7781,21,16,67,0,15,2.0,4,1,67,2.0,7.5,7,987,0.7354694485842027,1342,8.421013412816691
797951,1760290,23541,5748,75,17,7,0,14,6.0,16,0,7,6.0,9.0,10,69,0.6106194690265486,113,8.212389380530974
704969,1651519,116397,27966,123,4,18,1,12,3.0,5,1,18,3.0,3.5,6,4279,0.7715470609448251,5546,7.628921745402091
89372,373452,74325,29195,95,15,8,3,09,30.0,4,0,8,30.0,4.5,2,42,0.525,80,9.125
117732,403493,84086,6238,123,4,38,0,21,6.0,3,1,38,6.0,6.0,8,31,0.34065934065934067,91,11.12087912087912
240417,789239,33328,21512,13,20,4,0,15,30.0,17,0,4,30.0,14.0,0,18,0.47368421052631576,38,10.342105263157896
1103959,2642932,204862,35951,91,16,6,1,12,30.0,1,1,6,30.0,8.0,8,1683,0.7734375,2176,6.436121323529412
784881,1948504,171642,36695,83,4,9,4,12,30.0,13,0,9,30.0,11.5,8,630,0.6803455723542117,926,9.802375809935205
784772,1948177,141326,329,84,16,5,3,14,5.0,4,1,5,5.0,5.5,5,388,0.8083333333333333,480,5.83125
696446,1641746,109700,26228,100,21,16,3,15,14.0,4,1,16,14.0,4.0,3,3,0.3,10,9.2
980293,2267562,56929,25691,121,14,7,1,15,4.0,4,1,7,4.0,6.0,7,93,0.6503496503496503,143,8.951048951048952
680814,1623979,10307,42372,120,16,8,6,11,13.0,6,0,8,13.0,6.5,6,82,0.7256637168141593,113,9.946902654867257
353516,690679,126576,21376,107,19,4,0,12,19.0,10,0,4,19.0,8.0,4,462,0.6135458167330677,753,11.371845949535192
1090870,2626637,127318,23821,59,15,10,1,13,30.0,8,0,10,30.0,4.5,2,18,0.6206896551724138,29,12.068965517241379
749649,1890824,104384,27966,123,4,10,0,21,19.0,6,1,10,19.0,8.5,15,4279,0.7715470609448251,5546,7.628921745402091
1309355,3378969,104694,18432,123,4,34,6,16,6.0,4,1,34,6.0,8.5,15,99,0.6149068322981367,161,9.683229813664596
526024,1392921,1003,47624,3,19,9,1,23,7.0,9,1,9,7.0,8.0,7,4,0.6666666666666666,6,7.666666666666667
224412,770556,69611,21903,123,4,42,0,16,7.0,8,0,42,7.0,8.0,8,8055,0.8232829108748978,9784,7.485384300899428
36217,48044,122872,35221,115,7,4,3,12,9.0,13,0,4,9.0,8.5,14,1476,0.7507629704984741,1966,6.677517802644965
224023,769627,120050,17621,117,19,4,1,14,12.0,12,0,4,12.0,7.5,1,23,0.575,40,10.825
852296,2296391,170130,13838,74,17,29,4,16,15.0,2,1,29,15.0,9.0,14,130,0.4693140794223827,277,10.851985559566787
926239,2370840,132625,196,77,7,6,0,10,30.0,12,1,6,30.0,10.0,8,1221,0.8102189781021898,1507,3.984737889847379
174328,214267,143476,33198,115,7,4,4,12,30.0,5,0,4,30.0,9.0,8,1348,0.747642817526345,1803,6.227953410981697
1283098,3342081,89978,21137,24,4,8,1,08,30.0,7,1,8,30.0,7.5,8,8603,0.7897007527079126,10894,8.017073618505599
235457,541837,114176,34467,54,17,13,4,19,26.0,12,1,13,26.0,6.5,5,12,0.7058823529411765,17,6.705882352941177
1291373,3352923,193995,1154,115,7,34,5,00,9.0,1,1,34,9.0,3.0,5,21,0.6774193548387096,31,7.096774193548387
859377,2307576,121603,46900,69,15,30,6,13,15.0,3,1,30,15.0,5.0,8,114,0.4418604651162791,258,10.492248062015504
1307119,3142948,17769,13668,20,11,10,3,09,1.0,3,0,10,1.0,2.0,1,4,0.25,16,6.75
1172286,2725329,163125,47993,37,1,10,2,17,21.0,9,0,10,21.0,5.0,2,123,0.5801886792452831,212,9.70754716981132
451975,1086509,150142,13176,24,4,10,5,12,30.0,3,0,10,30.0,5.5,3,13362,0.8631782945736434,15480,4.763501291989664
135142,426527,75837,4605,83,4,31,0,23,6.0,2,1,31,6.0,10.5,17,2548,0.6772993088782563,3762,8.41733120680489
46417,314104,68182,25653,120,16,14,0,07,16.0,9,0,14,16.0,8.5,7,71,0.797752808988764,89,5.101123595505618
870848,2104266,162082,46524,88,13,15,4,22,30.0,5,0,15,30.0,10.0,2,13,0.5,26,9.384615384615385
1367249,3245413,175771,29328,123,4,42,0,17,7.0,8,1,42,7.0,9.0,14,73,0.6403508771929824,114,11.675438596491228
257327,810794,189275,10199,37,1,31,1,09,30.0,5,1,31,30.0,4.5,8,95,0.5248618784530387,181,11.38121546961326
1032655,2517771,124800,30723,95,15,6,3,12,11.0,2,1,6,11.0,6.5,3,4,0.5,8,9.875
830012,2012408,126457,34126,16,4,21,4,19,4.0,2,0,21,4.0,3.0,4,1503,0.62625,2400,9.4075
258467,567230,80272,31678,112,3,8,6,11,6.0,4,1,8,6.0,6.0,7,53,0.5,106,8.641509433962264
579010,1469388,29631,16848,14,20,10,6,12,14.0,6,1,10,14.0,8.0,15,100,0.6896551724137931,145,8.0
234048,538371,16349,31333,100,21,10,0,19,1.0,1,0,10,1.0,2.5,2,0,0.0,6,10.333333333333334
291505,845438,78532,26128,116,1,20,0,15,20.0,5,0,20,20.0,5.0,3,180,0.5590062111801242,322,9.968944099378882
1031295,2514816,179659,49621,112,3,4,0,14,30.0,2,0,4,30.0,4.0,4,105,0.625,168,8.077380952380953
458807,1283219,26485,42580,66,6,6,2,08,8.0,25,0,6,8.0,20.0,4,9,0.34615384615384615,26,12.038461538461538
886055,2327828,160083,11408,81,15,10,4,21,30.0,14,1,10,30.0,9.0,16,243,0.5010309278350515,485,10.684536082474226
694142,1828860,101983,35939,83,4,20,6,20,13.0,13,1,20,13.0,9.5,11,535,0.6294117647058823,850,9.658823529411764
332845,655800,159099,42117,114,17,10,4,14,23.0,8,1,10,23.0,12.0,11,15,0.23076923076923078,65,11.430769230769231
749110,1715287,88974,11777,123,4,10,5,12,30.0,14,1,10,30.0,8.5,13,1014,0.6791694574681849,1493,8.235097119892833
966830,2244991,86222,48841,129,1,10,3,14,18.0,6,1,10,18.0,5.0,9,8,0.5,16,10.6875
488698,1327857,161779,41544,81,15,4,2,09,16.0,7,1,4,16.0,7.0,4,132,0.4342105263157895,304,9.595394736842104
717755,1857747,31283,2966,98,7,25,0,08,15.0,6,1,25,15.0,4.5,8,469,0.6433470507544582,729,8.315500685871056
104524,115976,56790,23445,4,9,4,1,18,30.0,3,0,4,30.0,6.5,3,8,0.47058823529411764,17,11.411764705882353
445476,1074853,34695,43713,88,13,49,4,15,1.0,6,1,49,1.0,5.0,5,405,0.5328947368421053,760,10.522368421052631
740678,1878698,158087,26131,120,16,5,0,12,3.0,13,0,5,3.0,10.0,10,200,0.704225352112676,284,8.482394366197184
30690,39465,47552,39411,121,14,9,1,16,12.0,13,1,9,12.0,23.0,34,101,0.608433734939759,166,10.644578313253012
446381,1077075,42124,38739,83,4,48,6,10,30.0,18,1,48,30.0,11.5,20,955,0.5848132271892222,1633,7.524800979791794
1010996,2477494,88097,10326,24,4,70,5,17,7.0,4,1,70,7.0,3.5,5,283,0.672209026128266,421,4.710213776722091
1120554,2669140,88245,43122,24,4,8,4,10,6.0,12,0,8,6.0,7.0,6,686,0.7,980,9.778571428571428
762634,1723791,201856,31564,78,19,12,1,18,8.0,34,1,12,8.0,19.0,22,123,0.5347826086956522,230,10.439130434782609
1272029,3104331,122991,15290,83,4,32,0,17,30.0,15,1,32,30.0,10.5,20,1188,0.6373390557939914,1864,9.555257510729614
61222,339668,142039,29307,123,4,53,5,11,7.0,4,1,53,7.0,17.0,30,278,0.6056644880174292,459,9.335511982570806
176884,468400,36983,29392,21,16,6,6,13,30.0,3,1,6,30.0,5.0,5,49,0.6282051282051282,78,9.179487179487179
1306035,3375701,64080,37646,24,4,31,2,10,23.0,7,1,31,23.0,10.0,10,2100,0.7475970096119615,2809,8.073691705233179
124190,138820,81208,8277,24,4,13,0,15,7.0,6,0,13,7.0,6.0,4,1624,0.7211367673179396,2252,8.698934280639431
1054382,2797934,148592,35633,3,19,34,1,11,28.0,5,1,34,28.0,7.0,12,83,0.45108695652173914,184,9.619565217391305
1195657,2983448,67557,21137,24,4,7,0,12,7.0,7,1,7,7.0,8.0,10,8603,0.7897007527079126,10894,8.017073618505599
187805,232345,190002,38456,24,4,27,3,13,10.0,5,1,27,10.0,5.0,9,502,0.5940828402366863,845,9.461538461538462
1063611,2610525,157650,25443,52,1,47,5,06,9.0,2,1,47,9.0,5.0,9,50,0.625,80,9.875
94563,381220,64816,35151,8,3,10,0,16,17.0,9,0,10,17.0,6.5,8,2,0.4,5,11.6
1177307,2732458,53439,29580,81,15,10,6,08,20.0,13,0,10,20.0,12.0,7,0,0.0,1,13.0
1306119,3375783,108016,40332,86,16,7,1,06,6.0,15,0,7,6.0,10.5,6,470,0.6811594202898551,690,6.831884057971014
168657,459089,154081,5077,112,3,4,1,14,30.0,21,0,4,30.0,11.5,13,1752,0.762402088772846,2298,7.596170583115753
66613,346985,141762,2452,129,1,15,0,09,3.0,10,1,15,3.0,6.0,11,299,0.6600441501103753,453,10.410596026490067
1303662,3139565,101380,33468,128,3,5,6,00,30.0,10,1,5,30.0,8.0,6,62,0.6966292134831461,89,9.51685393258427
1000525,2540160,118140,33568,39,12,7,0,10,27.0,14,1,7,27.0,13.0,14,37,0.5441176470588235,68,8.852941176470589
439452,1260225,197556,3142,63,9,7,6,20,7.0,21,1,7,7.0,13.5,23,137,0.43630573248407645,314,11.194267515923567
1047057,2785732,8842,26168,61,19,49,1,09,7.0,6,1,49,7.0,6.5,11,33,0.7857142857142857,42,9.19047619047619
798882,2021108,90062,23165,83,4,10,3,07,8.0,2,1,10,8.0,8.0,13,423,0.5536649214659686,764,10.070680628272251
1078114,2620271,125349,49074,56,18,9,5,16,18.0,4,0,9,18.0,4.0,2,3,0.6,5,7.2
90497,96739,197218,46902,50,19,13,1,20,13.0,7,1,13,13.0,4.5,7,11,0.5789473684210527,19,7.631578947368421
862139,2093277,107943,37096,17,13,6,2,15,30.0,19,0,6,30.0,13.5,7,26,0.23636363636363636,110,10.209090909090909
8266,10362,64764,46692,107,19,11,2,06,8.0,31,1,11,8.0,18.5,28,175,0.625,280,10.103571428571428
345718,682728,178499,31022,107,19,4,0,19,30.0,4,0,4,30.0,5.0,0,31,0.5535714285714286,56,8.910714285714286
471381,1303322,77649,10460,21,16,13,3,15,30.0,12,0,13,30.0,10.0,17,18,0.3829787234042553,47,11.191489361702128
223952,769480,28425,15200,83,4,8,0,13,30.0,4,1,8,30.0,3.5,6,219,0.5887096774193549,372,8.134408602150538
496497,1342698,110586,34423,98,7,8,0,16,30.0,2,1,8,30.0,10.5,14,55,0.5445544554455446,101,8.188118811881187
57176,329325,72018,49267,69,15,8,2,22,30.0,3,0,8,30.0,2.5,0,40,0.47058823529411764,85,11.16470588235294
1110683,2659365,39889,32369,96,20,4,3,14,30.0,15,1,4,30.0,9.0,12,75,0.5102040816326531,147,10.448979591836734
274391,594382,199533,19311,128,3,8,5,21,10.0,8,1,8,10.0,9.0,11,92,0.6344827586206897,145,7.931034482758621
1298374,3136404,132536,23427,120,16,30,3,18,9.0,4,1,30,9.0,13.5,19,22,0.5365853658536586,41,10.658536585365853
1115942,2879291,155942,10957,77,7,8,4,15,30.0,1,1,8,30.0,2.0,1,479,0.7426356589147287,645,6.393798449612403
1108732,2654700,56516,48810,58,1,38,0,15,6.0,5,1,38,6.0,6.5,10,2,0.5,4,7.5
362596,708720,180821,26209,24,4,15,3,22,18.0,18,1,15,18.0,12.5,17,4234,0.701806729653572,6033,8.980606663351566
1255165,3308797,98606,1940,84,16,5,1,08,30.0,1,1,5,30.0,8.0,3,709,0.761546723952739,931,5.900107411385607
711364,1667145,74406,44375,77,7,12,6,19,3.0,10,1,12,3.0,12.5,13,166,0.5824561403508772,285,8.382456140350877
1255732,3081673,34459,45051,107,19,39,5,15,7.0,6,1,39,7.0,4.5,8,138,0.8466257668711656,163,3.9938650306748467
2196,5460,40556,19894,31,7,27,0,11,6.0,12,0,27,6.0,8.0,8,156,0.7323943661971831,213,7.056338028169014
1125493,2887995,184708,283,131,9,7,6,23,28.0,14,1,7,28.0,11.5,16,51,0.49514563106796117,103,12.233009708737864
684082,1632095,114153,23765,96,20,20,0,13,14.0,1,1,20,14.0,2.5,4,160,0.6451612903225806,248,9.983870967741936
1196011,2984449,129200,46720,69,15,28,4,17,11.0,3,1,28,11.0,3.5,6,257,0.4876660341555977,527,10.506641366223908
273749,593239,59837,46914,99,15,37,0,15,7.0,24,1,37,7.0,16.0,23,9,0.4090909090909091,22,10.409090909090908
438940,1258665,29381,651,36,16,17,6,14,7.0,12,1,17,7.0,8.0,11,373,0.636518771331058,586,8.320819112627987
394665,1011646,11695,9550,57,14,9,2,10,13.0,10,1,9,13.0,15.5,29,146,0.6697247706422018,218,9.84862385321101
759647,1910393,175200,15872,83,4,10,6,16,19.0,17,0,10,19.0,9.5,8,397,0.5787172011661808,686,9.720116618075801
640784,1562821,75058,9076,116,1,9,6,14,30.0,12,1,9,30.0,8.0,12,1407,0.6056823073611709,2323,9.064141196728368
164915,453732,99702,29893,89,13,8,5,10,19.0,13,0,8,19.0,7.0,2,7,0.2413793103448276,29,11.413793103448276
374990,940433,165908,40002,37,1,24,5,18,3.0,1,1,24,3.0,5.0,9,121,0.43214285714285716,280,7.885714285714286
479856,1320034,40140,32030,21,16,6,5,18,11.0,5,1,6,11.0,10.0,11,151,0.6894977168949772,219,9.009132420091325
690268,1820138,182578,23026,36,16,5,0,13,21.0,5,1,5,21.0,5.0,2,35,0.4268292682926829,82,9.048780487804878
50085,317333,54382,28986,106,12,6,0,21,30.0,7,0,6,30.0,6.0,4,99,0.48292682926829267,205,9.648780487804878
351174,917173,96165,41319,37,1,25,0,11,16.0,13,1,25,16.0,7.0,13,129,0.4271523178807947,302,9.592715231788079
488845,1328130,102467,38241,120,16,7,0,14,25.0,31,1,7,25.0,16.0,11,88,0.704,125,8.768
1066655,2807747,31557,42734,90,7,9,0,15,4.0,7,0,9,4.0,6.0,6,1,0.5,2,5.0
1209402,2770987,23967,49235,53,16,8,5,10,4.0,5,1,8,4.0,11.0,12,2129,0.8046107331821618,2646,6.317460317460317
1353249,3210564,130219,1560,37,1,10,0,15,14.0,2,0,10,14.0,3.0,1,21,0.6363636363636364,33,5.424242424242424
965743,2242116,50206,17409,89,13,10,0,13,14.0,6,1,10,14.0,4.5,7,11,0.3793103448275862,29,12.620689655172415
309903,873683,189376,7912,112,3,62,0,09,7.0,1,1,62,7.0,6.5,11,19,0.5277777777777778,36,7.638888888888889
87859,369743,67834,27945,21,16,51,0,10,7.0,1,1,51,7.0,6.5,10,36,0.72,50,8.44
540586,1173986,91252,16589,107,19,4,3,16,18.0,10,0,4,18.0,10.0,1,210,0.7446808510638298,282,7.843971631205674
648149,1575193,155309,28842,16,4,16,5,19,12.0,6,1,16,12.0,6.5,10,1142,0.5947916666666667,1920,8.995833333333334
582466,1219572,97962,43352,32,4,10,4,16,30.0,3,0,10,30.0,2.0,1,2328,0.7099725526075022,3279,6.897834705702958
425572,1050351,55400,8803,32,4,35,2,11,7.0,2,1,35,7.0,2.5,3,134,0.7127659574468085,188,4.622340425531915
1012310,2480815,156258,25659,91,16,11,2,10,30.0,7,0,11,30.0,11.0,10,565,0.5406698564593302,1045,9.91578947368421
799392,2022348,169437,21903,123,4,18,4,20,8.0,6,1,18,8.0,5.0,6,8055,0.8232829108748978,9784,7.485384300899428
978296,2424517,82712,5068,32,4,18,4,20,13.0,8,1,18,13.0,8.0,12,207,0.5549597855227882,373,7.662198391420912
1210401,2999426,81965,6182,115,7,89,5,15,5.0,1,1,89,5.0,2.5,4,153,0.7574257425742574,202,4.326732673267327
120803,410902,26365,40604,21,16,4,2,09,14.0,19,0,4,14.0,20.5,13,858,0.5921325051759835,1449,10.193236714975846
1201032,2760869,106849,25965,1,20,23,0,11,3.0,23,1,23,3.0,12.0,19,44,0.7333333333333333,60,5.883333333333334
1364297,3237685,2948,47766,24,4,7,1,13,2.0,1,1,7,2.0,4.0,5,6226,0.8403293291942232,7409,6.417735186934809
909960,2350653,89688,30233,86,16,5,6,11,14.0,16,1,5,14.0,17.5,15,922,0.810905892700088,1137,6.102902374670185
621446,1509744,144117,36691,115,7,6,6,11,14.0,11,0,6,14.0,9.0,12,96,0.75,128,5.1953125
207987,750783,18420,21936,59,15,6,4,05,15.0,23,0,6,15.0,17.5,8,60,0.5217391304347826,115,11.234782608695653
1085216,2843688,100034,49519,115,7,16,3,09,30.0,2,0,16,30.0,2.5,0,50,0.7142857142857143,70,9.257142857142858
1261254,3091457,176049,5450,24,4,10,2,11,28.0,9,1,10,28.0,6.5,4,2189,0.705446342249436,3103,7.341282629713181
1082796,2837695,169105,31343,21,16,6,0,16,21.0,2,1,6,21.0,9.0,12,637,0.6148648648648649,1036,10.177606177606178
1384165,3287906,145227,44929,130,14,9,0,11,4.0,17,0,9,4.0,17.0,13,12,0.5714285714285714,21,10.380952380952381
261745,573903,204122,48347,30,6,20,6,09,24.0,18,1,20,24.0,22.0,36,5,0.5,10,14.9
107618,124181,66867,5038,86,16,6,6,15,30.0,1,1,6,30.0,9.0,1,23,0.5111111111111111,45,5.066666666666666
1010756,2476996,33200,13944,115,7,61,6,20,12.0,5,1,61,12.0,4.0,6,181,0.7298387096774194,248,5.600806451612903
819153,2049760,32578,42244,120,16,31,0,19,19.0,19,1,31,19.0,12.5,24,370,0.696798493408663,531,7.293785310734464
152184,443833,136575,22935,83,4,9,4,15,30.0,2,1,9,30.0,4.5,3,3094,0.7212121212121212,4290,8.864801864801866
150099,178513,183430,3401,8,3,37,2,09,17.0,2,1,37,17.0,20.5,25,2,0.6666666666666666,3,10.333333333333334
329426,904329,167380,26040,96,20,15,6,13,0.0,5,1,15,0.0,4.0,7,96,0.5818181818181818,165,9.709090909090909
156429,188894,158599,46979,83,4,7,2,08,9.0,6,1,7,9.0,6.0,8,2457,0.6352119958634953,3868,9.408738366080662
749680,1890890,147603,29987,21,16,12,0,12,22.0,11,1,12,22.0,7.5,7,526,0.5572033898305084,944,10.189618644067796
487111,1128324,38585,15618,78,19,11,2,07,30.0,5,0,11,30.0,14.0,6,21,0.39622641509433965,53,10.0
478934,1111675,147211,13080,31,7,5,2,17,30.0,5,1,5,30.0,6.5,8,37,0.7115384615384616,52,8.076923076923077
1019834,2561555,72323,44912,17,13,52,0,15,7.0,36,0,52,7.0,19.0,29,16,0.0975609756097561,164,10.652439024390244
43299,306044,2026,47766,24,4,10,6,13,7.0,6,1,10,7.0,11.0,13,6226,0.8403293291942232,7409,6.417735186934809
514868,1146497,70548,41722,79,1,31,1,15,15.0,1,1,31,15.0,6.0,10,63,0.7241379310344828,87,7.758620689655173
1223702,3019026,11732,36149,42,1,5,5,17,30.0,2,0,5,30.0,3.0,3,53,0.49074074074074076,108,9.305555555555555
611906,1516313,197297,5876,24,4,36,5,13,27.0,5,1,36,27.0,12.0,18,2510,0.7161198288159771,3505,8.381455064194009
1217108,2780796,142331,32505,43,3,29,0,10,6.0,7,1,29,6.0,6.5,9,15,0.625,24,8.458333333333334
1312832,3382403,165616,35470,115,7,5,5,13,26.0,1,1,5,26.0,1.0,1,30,0.7894736842105263,38,3.9210526315789473
96742,101623,94399,26604,24,4,5,2,22,9.0,3,1,5,9.0,3.5,6,1843,0.6482588814632431,2843,8.930003517411185
188041,232926,103787,30819,121,14,18,1,14,20.0,1,1,18,20.0,7.0,5,4,0.5,8,5.375
309589,872711,48825,45570,120,16,8,0,15,5.0,13,0,8,5.0,8.5,4,178,0.712,250,7.48
84770,362049,57730,29925,112,3,4,4,23,30.0,6,0,4,30.0,9.5,1,36,0.5714285714285714,63,8.825396825396826
324273,895797,16562,27966,123,4,22,4,15,3.0,31,1,22,3.0,21.0,19,4279,0.7715470609448251,5546,7.628921745402091
562557,1195227,27188,2295,83,4,4,3,22,30.0,17,0,4,30.0,12.5,3,670,0.5746140651801029,1166,9.996569468267582
481335,1112577,157705,21776,52,1,5,3,12,14.0,2,0,5,14.0,6.5,11,1,0.25,4,12.75
401719,1019350,130741,26629,3,19,53,4,15,5.0,4,0,53,5.0,4.0,2,110,0.5729166666666666,192,10.614583333333334
467203,1298509,150651,24852,24,4,72,4,12,5.0,2,1,72,5.0,5.0,7,16557,0.8841717398269785,18726,4.959414717505073
1045293,2529218,61751,12545,91,16,12,5,16,9.0,2,1,12,9.0,5.0,5,123,0.5466666666666666,225,8.577777777777778
272128,589648,187287,21709,115,7,32,5,15,14.0,14,0,32,14.0,10.0,9,1076,0.7561489810260014,1423,6.7547434996486295
539193,1170604,158274,47766,24,4,7,2,12,30.0,1,0,7,30.0,1.5,1,6226,0.8403293291942232,7409,6.417735186934809
840568,2073040,5754,18019,4,9,23,1,16,9.0,4,1,23,9.0,6.0,9,177,0.560126582278481,316,10.08860759493671
1198237,2984821,69959,45066,24,4,4,6,20,6.0,3,1,4,6.0,5.0,5,2655,0.7476767107856942,3551,7.892987890735005
310731,875560,22500,21405,83,4,13,3,17,17.0,3,0,13,17.0,4.0,3,685,0.6580211335254563,1041,9.926032660902978
1171993,2724576,131075,33731,21,16,6,6,09,30.0,21,0,6,30.0,15.5,15,1067,0.6298701298701299,1694,10.241440377804015
783822,1745958,77364,39215,41,8,7,4,14,14.0,4,0,7,14.0,7.5,9,12,0.631578947368421,19,4.315789473684211
540512,1173541,71715,34264,106,12,8,6,11,29.0,8,1,8,29.0,5.5,10,8,0.2857142857142857,28,15.035714285714286
444278,1272014,79554,10749,83,4,4,0,11,30.0,3,0,4,30.0,4.5,0,1599,0.6681989134977017,2393,9.698704554951943
1112426,2871418,179582,19691,32,4,7,1,12,17.0,11,0,7,17.0,11.0,15,361,0.6026711185308848,599,6.632721202003339
747154,1889679,22479,22935,83,4,4,0,17,7.0,6,1,4,7.0,14.0,12,3094,0.7212121212121212,4290,8.864801864801866
623752,1764454,40931,8953,32,4,7,2,16,12.0,4,0,7,12.0,2.5,3,87,0.5761589403973509,151,5.622516556291391
707224,1656770,22916,42234,26,7,14,0,11,6.0,5,0,14,6.0,8.0,1,10,0.2857142857142857,35,7.485714285714286
403944,1024515,99585,41540,83,4,10,0,21,7.0,7,1,10,7.0,8.0,13,115,0.575,200,9.48
1187842,2743250,152849,5586,114,17,4,4,10,19.0,32,0,4,19.0,21.5,26,36,0.3333333333333333,108,7.814814814814815
1154588,2711618,93356,37553,26,7,9,1,16,30.0,1,0,9,30.0,2.5,0,25,0.5319148936170213,47,6.48936170212766
1030664,2513319,139108,41149,100,21,5,2,09,14.0,2,0,5,14.0,2.5,1,393,0.4775212636695018,823,9.329283110571081
979323,2265354,149306,17472,22,11,9,3,02,14.0,20,0,9,14.0,13.0,13,1,0.14285714285714285,7,12.857142857142858
1225188,3041611,145634,24852,24,4,45,5,18,19.0,7,1,45,19.0,10.0,9,16557,0.8841717398269785,18726,4.959414717505073
1254944,3308206,165560,8087,31,7,38,6,09,8.0,4,1,38,8.0,11.0,17,208,0.734982332155477,283,7.480565371024735
550872,1430085,147181,16387,98,7,26,4,08,12.0,1,1,26,12.0,3.5,6,51,0.5730337078651685,89,5.842696629213483
1130200,2898360,117495,16202,19,13,8,6,15,6.0,7,0,8,6.0,5.5,7,1,0.1111111111111111,9,14.0
1067779,2810097,130238,24852,24,4,14,1,11,21.0,2,1,14,21.0,5.0,6,16557,0.8841717398269785,18726,4.959414717505073
321593,638532,106054,15028,63,9,8,2,12,29.0,9,1,8,29.0,7.5,10,40,0.5633802816901409,71,10.126760563380282
1066388,2807049,144436,35221,115,7,15,5,08,30.0,2,1,15,30.0,3.0,2,1476,0.7507629704984741,1966,6.677517802644965
828295,2051865,188029,37646,24,4,54,1,16,6.0,3,1,54,6.0,12.0,15,2100,0.7475970096119615,2809,8.073691705233179
23496,26809,81252,38273,9,9,19,1,06,30.0,7,1,19,30.0,17.0,17,284,0.5557729941291585,511,9.960861056751467
449236,1079225,65304,27104,83,4,13,3,16,6.0,5,1,13,6.0,10.5,11,1819,0.6861561674839683,2651,9.7167106752169
870161,2318639,147479,44293,48,14,8,0,14,4.0,12,1,8,4.0,12.5,14,42,0.6774193548387096,62,13.53225806451613
434526,998420,176073,34034,9,9,4,3,21,30.0,22,0,4,30.0,15.5,8,75,0.43352601156069365,173,10.45664739884393
869338,2317043,28164,48527,24,4,4,0,18,3.0,1,1,4,3.0,5.5,7,209,0.6111111111111112,342,8.239766081871345
1364907,3239562,166349,5068,32,4,5,3,00,30.0,2,1,5,30.0,5.5,3,207,0.5549597855227882,373,7.662198391420912
251870,561532,141123,7600,51,13,6,6,14,14.0,22,0,6,14.0,12.0,15,107,0.49537037037037035,216,11.300925925925926
174753,215461,108272,25890,49,12,22,5,09,8.0,6,1,22,8.0,16.0,26,1510,0.7231800766283525,2088,7.951628352490421
829717,2011424,59012,32446,83,4,12,1,10,14.0,7,0,12,14.0,13.5,5,56,0.33532934131736525,167,8.796407185628743
416891,974304,3766,13225,84,16,5,5,18,10.0,4,1,5,10.0,6.0,7,136,0.68,200,8.86
775896,1741208,58615,4461,19,13,44,4,09,8.0,18,1,44,8.0,9.5,18,112,0.2751842751842752,407,9.61916461916462
809706,1986488,177732,14702,96,20,10,5,11,4.0,1,1,10,4.0,9.0,11,93,0.8454545454545455,110,8.49090909090909
1141850,2906172,166519,49647,4,9,9,0,10,30.0,13,0,9,30.0,9.5,9,6,0.375,16,9.6875
1352461,3208389,51291,20114,83,4,15,2,18,6.0,7,1,15,6.0,6.5,6,1181,0.6219062664560295,1899,9.227488151658768
429330,1053959,198535,30391,83,4,35,5,13,6.0,3,1,35,6.0,13.5,24,3007,0.6518534576197702,4613,9.310860611315846
869257,2316975,178692,16137,104,13,9,3,09,24.0,15,1,9,24.0,11.0,18,14,0.42424242424242425,33,12.515151515151516
